prompt,classes,answer_index
"Not all people have had the opportunities you have had.
Questions: Some people have not had the opportunities you have had. True, False, or Neither?","[' True',' False',' Neither']",0
"Not all people have had the opportunities you have had.
Questions: Some people have had the opportunities you have had. True, False, or Neither?","[' True',' False',' Neither']",0
"Not all people have had the opportunities you have had.
Questions: Every person has had the opportunities you have had. True, False, or Neither?","[' True',' False',' Neither']",1
"Not all people have had the opportunities you have had.
Questions: Not every person has had the opportunities you have had. True, False, or Neither?","[' True',' False',' Neither']",0
"Not all people have had the opportunities you have had.
Questions: All people have not had the opportunities you have had. True, False, or Neither?","[' True',' False',' Neither']",1
"Not all people have had the opportunities you have had.
Questions: All people have had the opportunities you have had. True, False, or Neither?","[' True',' False',' Neither']",1
"Not all people have had the opportunities you have had.
Questions: Not all people have had the opportunities you have not had. True, False, or Neither?","[' True',' False',' Neither']",2
"Not all people have had the opportunities you have had.
Questions: No one has had the opportunities you have had. True, False, or Neither?","[' True',' False',' Neither']",1
"I saw nothing at all.
Questions: I didn't see anything at all. True, False, or Neither?","[' True',' False',' Neither']",0
"I saw nothing at all.
Questions: I saw something. True, False, or Neither?","[' True',' False',' Neither']",1
"I saw nothing at all.
Questions: I did not see something. True, False, or Neither?","[' True',' False',' Neither']",0
"Not often do we see her lose her cool like that.
Questions: We do not see her lose her cool like that often. True, False, or Neither?","[' True',' False',' Neither']",0
"Not often do we see her lose her cool like that.
Questions: She does not lose her cool like that often. True, False, or Neither?","[' True',' False',' Neither']",2
"Not often do we see her lose her cool like that.
Questions: We see her lose her cool like that often. True, False, or Neither?","[' True',' False',' Neither']",1
"Not often do we see her lose her cool like that.
Questions: Sometimes we see her lose her cool like that. True, False, or Neither?","[' True',' False',' Neither']",0
"Not often do we see her lose her cool like that.
Questions: Sometimes we do not see her lose her cool like that. True, False, or Neither?","[' True',' False',' Neither']",1
"Not often do we see her lose her cool like that.
Questions: We do not see her often. True, False, or Neither?","[' True',' False',' Neither']",2
"Not often do we see her lose her cool like that.
Questions: We do not see her lose her cool like him often. True, False, or Neither?","[' True',' False',' Neither']",2
"Not one person supported the proposal.
Questions: Some people supported the proposal. True, False, or Neither?","[' True',' False',' Neither']",1
"Not one person supported the proposal.
Questions: Some people did not support the proposal. True, False, or Neither?","[' True',' False',' Neither']",0
