prompt,classes,answer_index
"strong and extreme are synonyms. True or False?
Answer: True
extrinsic and intrinsic are synonyms. True or False?
Answer: False
underevaluate and overevaluate are synonyms. True or False?
Answer: False
work and rest are synonyms. True or False?
Answer: False
joy and sorrow are synonyms. True or False?
Answer: False
valuable and useless are synonyms. True or False?
Answer: False
adhesion and adhesiveness are synonyms. True or False?
Answer: True
dull and sluggish are synonyms. True or False?
Answer: True
worry and fret are synonyms. True or False?
Answer: True
death rate and birth rate are synonyms. True or False?
Answer: False
know and clueless are synonyms. True or False?
Answer: False
mute and silent are synonyms. True or False?
Answer: True
pivotal and critical are synonyms. True or False?
Answer: True
profusely and abundantly are synonyms. True or False?
Answer: True
scarce and common are synonyms. True or False?
Answer: False
senior citizen and older adult are synonyms. True or False?
Answer: True
detectable and undetectable are synonyms. True or False?
Answer: False
uncertainty and doubt are synonyms. True or False?
Answer: True
nonaggressive and unaggressive are synonyms. True or False?
Answer: True
deep and shallow are synonyms. True or False?
Answer: False
bullet and blanks are synonyms. True or False?
Answer:","[' True', ' False']",1
"strong and extreme are synonyms. True or False?
Answer: True
extrinsic and intrinsic are synonyms. True or False?
Answer: False
underevaluate and overevaluate are synonyms. True or False?
Answer: False
work and rest are synonyms. True or False?
Answer: False
joy and sorrow are synonyms. True or False?
Answer: False
valuable and useless are synonyms. True or False?
Answer: False
adhesion and adhesiveness are synonyms. True or False?
Answer: True
dull and sluggish are synonyms. True or False?
Answer: True
worry and fret are synonyms. True or False?
Answer: True
death rate and birth rate are synonyms. True or False?
Answer: False
know and clueless are synonyms. True or False?
Answer: False
mute and silent are synonyms. True or False?
Answer: True
pivotal and critical are synonyms. True or False?
Answer: True
profusely and abundantly are synonyms. True or False?
Answer: True
scarce and common are synonyms. True or False?
Answer: False
senior citizen and older adult are synonyms. True or False?
Answer: True
detectable and undetectable are synonyms. True or False?
Answer: False
uncertainty and doubt are synonyms. True or False?
Answer: True
nonaggressive and unaggressive are synonyms. True or False?
Answer: True
deep and shallow are synonyms. True or False?
Answer: False
chrysarobin and araroba are synonyms. True or False?
Answer:","[' True', ' False']",0
"strong and extreme are synonyms. True or False?
Answer: True
extrinsic and intrinsic are synonyms. True or False?
Answer: False
underevaluate and overevaluate are synonyms. True or False?
Answer: False
work and rest are synonyms. True or False?
Answer: False
joy and sorrow are synonyms. True or False?
Answer: False
valuable and useless are synonyms. True or False?
Answer: False
adhesion and adhesiveness are synonyms. True or False?
Answer: True
dull and sluggish are synonyms. True or False?
Answer: True
worry and fret are synonyms. True or False?
Answer: True
death rate and birth rate are synonyms. True or False?
Answer: False
know and clueless are synonyms. True or False?
Answer: False
mute and silent are synonyms. True or False?
Answer: True
pivotal and critical are synonyms. True or False?
Answer: True
profusely and abundantly are synonyms. True or False?
Answer: True
scarce and common are synonyms. True or False?
Answer: False
senior citizen and older adult are synonyms. True or False?
Answer: True
detectable and undetectable are synonyms. True or False?
Answer: False
uncertainty and doubt are synonyms. True or False?
Answer: True
nonaggressive and unaggressive are synonyms. True or False?
Answer: True
deep and shallow are synonyms. True or False?
Answer: False
altruistically and misanthropically are synonyms. True or False?
Answer:","[' True', ' False']",1
"strong and extreme are synonyms. True or False?
Answer: True
extrinsic and intrinsic are synonyms. True or False?
Answer: False
underevaluate and overevaluate are synonyms. True or False?
Answer: False
work and rest are synonyms. True or False?
Answer: False
joy and sorrow are synonyms. True or False?
Answer: False
valuable and useless are synonyms. True or False?
Answer: False
adhesion and adhesiveness are synonyms. True or False?
Answer: True
dull and sluggish are synonyms. True or False?
Answer: True
worry and fret are synonyms. True or False?
Answer: True
death rate and birth rate are synonyms. True or False?
Answer: False
know and clueless are synonyms. True or False?
Answer: False
mute and silent are synonyms. True or False?
Answer: True
pivotal and critical are synonyms. True or False?
Answer: True
profusely and abundantly are synonyms. True or False?
Answer: True
scarce and common are synonyms. True or False?
Answer: False
senior citizen and older adult are synonyms. True or False?
Answer: True
detectable and undetectable are synonyms. True or False?
Answer: False
uncertainty and doubt are synonyms. True or False?
Answer: True
nonaggressive and unaggressive are synonyms. True or False?
Answer: True
deep and shallow are synonyms. True or False?
Answer: False
daikon and lo bak are synonyms. True or False?
Answer:","[' True', ' False']",0
"strong and extreme are synonyms. True or False?
Answer: True
extrinsic and intrinsic are synonyms. True or False?
Answer: False
underevaluate and overevaluate are synonyms. True or False?
Answer: False
work and rest are synonyms. True or False?
Answer: False
joy and sorrow are synonyms. True or False?
Answer: False
valuable and useless are synonyms. True or False?
Answer: False
adhesion and adhesiveness are synonyms. True or False?
Answer: True
dull and sluggish are synonyms. True or False?
Answer: True
worry and fret are synonyms. True or False?
Answer: True
death rate and birth rate are synonyms. True or False?
Answer: False
know and clueless are synonyms. True or False?
Answer: False
mute and silent are synonyms. True or False?
Answer: True
pivotal and critical are synonyms. True or False?
Answer: True
profusely and abundantly are synonyms. True or False?
Answer: True
scarce and common are synonyms. True or False?
Answer: False
senior citizen and older adult are synonyms. True or False?
Answer: True
detectable and undetectable are synonyms. True or False?
Answer: False
uncertainty and doubt are synonyms. True or False?
Answer: True
nonaggressive and unaggressive are synonyms. True or False?
Answer: True
deep and shallow are synonyms. True or False?
Answer: False
unattached and free swimming are synonyms. True or False?
Answer:","[' True', ' False']",0
"strong and extreme are synonyms. True or False?
Answer: True
extrinsic and intrinsic are synonyms. True or False?
Answer: False
underevaluate and overevaluate are synonyms. True or False?
Answer: False
work and rest are synonyms. True or False?
Answer: False
joy and sorrow are synonyms. True or False?
Answer: False
valuable and useless are synonyms. True or False?
Answer: False
adhesion and adhesiveness are synonyms. True or False?
Answer: True
dull and sluggish are synonyms. True or False?
Answer: True
worry and fret are synonyms. True or False?
Answer: True
death rate and birth rate are synonyms. True or False?
Answer: False
know and clueless are synonyms. True or False?
Answer: False
mute and silent are synonyms. True or False?
Answer: True
pivotal and critical are synonyms. True or False?
Answer: True
profusely and abundantly are synonyms. True or False?
Answer: True
scarce and common are synonyms. True or False?
Answer: False
senior citizen and older adult are synonyms. True or False?
Answer: True
detectable and undetectable are synonyms. True or False?
Answer: False
uncertainty and doubt are synonyms. True or False?
Answer: True
nonaggressive and unaggressive are synonyms. True or False?
Answer: True
deep and shallow are synonyms. True or False?
Answer: False
super bowl and superb owl are synonyms. True or False?
Answer:","[' True', ' False']",0
"strong and extreme are synonyms. True or False?
Answer: True
extrinsic and intrinsic are synonyms. True or False?
Answer: False
underevaluate and overevaluate are synonyms. True or False?
Answer: False
work and rest are synonyms. True or False?
Answer: False
joy and sorrow are synonyms. True or False?
Answer: False
valuable and useless are synonyms. True or False?
Answer: False
adhesion and adhesiveness are synonyms. True or False?
Answer: True
dull and sluggish are synonyms. True or False?
Answer: True
worry and fret are synonyms. True or False?
Answer: True
death rate and birth rate are synonyms. True or False?
Answer: False
know and clueless are synonyms. True or False?
Answer: False
mute and silent are synonyms. True or False?
Answer: True
pivotal and critical are synonyms. True or False?
Answer: True
profusely and abundantly are synonyms. True or False?
Answer: True
scarce and common are synonyms. True or False?
Answer: False
senior citizen and older adult are synonyms. True or False?
Answer: True
detectable and undetectable are synonyms. True or False?
Answer: False
uncertainty and doubt are synonyms. True or False?
Answer: True
nonaggressive and unaggressive are synonyms. True or False?
Answer: True
deep and shallow are synonyms. True or False?
Answer: False
rbs and radio base station are synonyms. True or False?
Answer:","[' True', ' False']",0
"strong and extreme are synonyms. True or False?
Answer: True
extrinsic and intrinsic are synonyms. True or False?
Answer: False
underevaluate and overevaluate are synonyms. True or False?
Answer: False
work and rest are synonyms. True or False?
Answer: False
joy and sorrow are synonyms. True or False?
Answer: False
valuable and useless are synonyms. True or False?
Answer: False
adhesion and adhesiveness are synonyms. True or False?
Answer: True
dull and sluggish are synonyms. True or False?
Answer: True
worry and fret are synonyms. True or False?
Answer: True
death rate and birth rate are synonyms. True or False?
Answer: False
know and clueless are synonyms. True or False?
Answer: False
mute and silent are synonyms. True or False?
Answer: True
pivotal and critical are synonyms. True or False?
Answer: True
profusely and abundantly are synonyms. True or False?
Answer: True
scarce and common are synonyms. True or False?
Answer: False
senior citizen and older adult are synonyms. True or False?
Answer: True
detectable and undetectable are synonyms. True or False?
Answer: False
uncertainty and doubt are synonyms. True or False?
Answer: True
nonaggressive and unaggressive are synonyms. True or False?
Answer: True
deep and shallow are synonyms. True or False?
Answer: False
brotherlike and unbrotherlike are synonyms. True or False?
Answer:","[' True', ' False']",1
"strong and extreme are synonyms. True or False?
Answer: True
extrinsic and intrinsic are synonyms. True or False?
Answer: False
underevaluate and overevaluate are synonyms. True or False?
Answer: False
work and rest are synonyms. True or False?
Answer: False
joy and sorrow are synonyms. True or False?
Answer: False
valuable and useless are synonyms. True or False?
Answer: False
adhesion and adhesiveness are synonyms. True or False?
Answer: True
dull and sluggish are synonyms. True or False?
Answer: True
worry and fret are synonyms. True or False?
Answer: True
death rate and birth rate are synonyms. True or False?
Answer: False
know and clueless are synonyms. True or False?
Answer: False
mute and silent are synonyms. True or False?
Answer: True
pivotal and critical are synonyms. True or False?
Answer: True
profusely and abundantly are synonyms. True or False?
Answer: True
scarce and common are synonyms. True or False?
Answer: False
senior citizen and older adult are synonyms. True or False?
Answer: True
detectable and undetectable are synonyms. True or False?
Answer: False
uncertainty and doubt are synonyms. True or False?
Answer: True
nonaggressive and unaggressive are synonyms. True or False?
Answer: True
deep and shallow are synonyms. True or False?
Answer: False
muslim and non muslim are synonyms. True or False?
Answer:","[' True', ' False']",1
"strong and extreme are synonyms. True or False?
Answer: True
extrinsic and intrinsic are synonyms. True or False?
Answer: False
underevaluate and overevaluate are synonyms. True or False?
Answer: False
work and rest are synonyms. True or False?
Answer: False
joy and sorrow are synonyms. True or False?
Answer: False
valuable and useless are synonyms. True or False?
Answer: False
adhesion and adhesiveness are synonyms. True or False?
Answer: True
dull and sluggish are synonyms. True or False?
Answer: True
worry and fret are synonyms. True or False?
Answer: True
death rate and birth rate are synonyms. True or False?
Answer: False
know and clueless are synonyms. True or False?
Answer: False
mute and silent are synonyms. True or False?
Answer: True
pivotal and critical are synonyms. True or False?
Answer: True
profusely and abundantly are synonyms. True or False?
Answer: True
scarce and common are synonyms. True or False?
Answer: False
senior citizen and older adult are synonyms. True or False?
Answer: True
detectable and undetectable are synonyms. True or False?
Answer: False
uncertainty and doubt are synonyms. True or False?
Answer: True
nonaggressive and unaggressive are synonyms. True or False?
Answer: True
deep and shallow are synonyms. True or False?
Answer: False
bandura and bandoura are synonyms. True or False?
Answer:","[' True', ' False']",0
