prompt,classes,answer_index
"turbocharger and turbo are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"punch in and punch out are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"matrilateral and patrilateral are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"lepas fascicularis and goose barnacle are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"never and happen are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"koala and native bear are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"unstylishness and unfashionableness are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"thump and thud are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"surprise and known already are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"drop and pick are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"cross and interfere are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"south caucasus and transcaucasus are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"nephew in law and niece in law are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"plan and wing it are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"destigmatization and stigmatization are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"appositively and in apposition are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"jalopy and bus are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"pass by value and pass by reference are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"nerdery and geekery are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"select and deselect are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"excludable and inexcludable are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"specter and ghost are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"manner and rude are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"greenlandic and kalaallisut are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"warm hearted and goodhearted are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"feed and starve are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"sick and healthy are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"multi owner and multitenant are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"language independent and language dependent are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"tautoga onitis and tautog are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"mollify and pacify are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"cost and benefit are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"st francis and saint francis are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"hypoventilation and hyperventilation are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"roundly and completely are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"hood and icity are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"laughable and ridiculous are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"stockingless and unstockinged are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"catch wink and nap are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"ulotrichous and leiotrichous are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"domina and dominatrix are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"apparent and hidden are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"n speed automatic and standard transmission are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"malaclemys centrata and diamondback terrapin are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"orangeberry and gin berry are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"genus trichostema and trichostema are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"tumble grass and witchgrass are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"decline and reject are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"home and away are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"flavorful and flavoursome are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"order charales and charales are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"test and recess are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"chromite and ferrochromite are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"snatcher and kidnapper are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"bear and cub are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"exercise and slacking off are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"pitcher's count and hitter's count are antonym or synonym?
Answer:","[' antonym', ' synonym']",0
"conversely and vice versa are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
"package and parcel are antonym or synonym?
Answer:","[' antonym', ' synonym']",1
