index,loss,correct,predicted,total_logprob
0,0.015359686687588692,1, antonym,-4.398169994354248
1,0.13144434988498688,1, antonym,-3.9559779167175293
2,0.3698127269744873,1, antonym,-4.279773712158203
3,0.010627931915223598,1, antonym,-4.383781909942627
4,0.0014748420799151063,1, antonym,-6.353016376495361
5,0.18073932826519012,1, antonym,-7.62772274017334
6,0.0647042989730835,1, antonym,-5.95435094833374
7,0.28484559059143066,1, antonym,-5.094586372375488
8,0.19322393834590912,1, antonym,-5.331509113311768
9,1.0409467220306396,0, synonym,-5.642408847808838
10,0.23367294669151306,1, antonym,-5.727933406829834
11,0.18448756635189056,1, antonym,-5.598424434661865
12,0.239390030503273,1, antonym,-4.3599443435668945
13,0.030444812029600143,1, antonym,-6.507040023803711
14,0.012080245651304722,1, antonym,-3.4334006309509277
15,0.046416059136390686,1, antonym,-6.155348777770996
16,1.0279977321624756,0, synonym,-3.8025143146514893
17,0.2073795050382614,1, antonym,-5.173999786376953
18,0.3856046497821808,1, antonym,-7.323418140411377
19,0.13757094740867615,1, antonym,-6.0804595947265625
20,0.1009080708026886,1, antonym,-4.958805084228516
21,0.02801445871591568,1, antonym,-5.324635982513428
22,0.8873400688171387,0, synonym,-5.951336860656738
23,0.11545155197381973,1, antonym,-5.180738925933838
24,0.02748063951730728,1, antonym,-6.261724472045898
25,0.4817831814289093,1, antonym,-4.774075984954834
26,0.006647615227848291,1, antonym,-5.755256175994873
27,0.1340400129556656,1, antonym,-6.15474796295166
28,0.05898362770676613,1, antonym,-5.205160140991211
29,0.055623073130846024,1, antonym,-5.9102864265441895
30,0.4435036778450012,1, antonym,-5.190998077392578
31,0.1303005963563919,1, antonym,-6.532412528991699
32,0.1007838100194931,1, antonym,-4.306032657623291
33,0.023667562752962112,1, antonym,-5.475923538208008
34,0.11960554122924805,1, antonym,-5.510191440582275
35,0.10256749391555786,1, antonym,-4.533446788787842
36,0.005258300807327032,1, antonym,-5.631845474243164
37,1.0461328029632568,0, synonym,-6.000205039978027
38,0.15543493628501892,1, antonym,-4.610083103179932
39,0.2800130248069763,1, antonym,-6.687861919403076
40,0.07382349669933319,1, antonym,-5.61629581451416
41,0.7337130904197693,0, synonym,-6.17379093170166
42,0.2647344172000885,1, antonym,-6.0501790046691895
43,0.03800985589623451,1, antonym,-6.000030517578125
44,0.12375593185424805,1, antonym,-5.4753804206848145
45,0.8512048721313477,0, synonym,-5.925937175750732
46,0.339385449886322,1, antonym,-6.5403337478637695
47,0.18204380571842194,1, antonym,-6.359917163848877
48,0.18603451550006866,1, antonym,-4.757887840270996
49,0.03402526676654816,1, antonym,-5.784687042236328
50,0.1426234096288681,1, antonym,-6.14274787902832
51,0.5329522490501404,1, antonym,-6.23612642288208
52,0.048060860484838486,1, antonym,-4.991332054138184
53,0.03259134665131569,1, antonym,-6.323161602020264
54,1.1010067462921143,0, synonym,-4.708613395690918
55,0.0024829055182635784,1, antonym,-3.59444260597229
56,0.20402202010154724,1, antonym,-4.870121002197266
57,0.2263827919960022,1, antonym,-5.8254618644714355
58,2.0644938945770264,0, synonym,-3.5009567737579346
59,0.2902151942253113,1, antonym,-4.845953941345215
60,0.17691977322101593,1, antonym,-6.443056583404541
61,0.9487272500991821,0, synonym,-6.053613662719727
62,0.04391907528042793,1, antonym,-5.301062107086182
63,0.006586508825421333,1, antonym,-4.636819839477539
64,0.17599955201148987,1, antonym,-5.6757049560546875
65,0.05894800275564194,1, antonym,-4.0157389640808105
66,0.06032254174351692,1, antonym,-5.452145576477051
67,0.2517465651035309,1, antonym,-5.689144611358643
68,0.17077122628688812,1, antonym,-4.081530570983887
69,0.021083755418658257,1, antonym,-5.089694976806641
70,0.2343646138906479,1, antonym,-5.35681676864624
71,0.03402146324515343,1, antonym,-5.166240215301514
72,0.14118044078350067,1, antonym,-5.476879596710205
73,0.5653850436210632,1, antonym,-3.9442899227142334
74,0.9565937519073486,0, synonym,-5.742350101470947
75,0.022159937769174576,1, antonym,-4.730802536010742
76,0.19264568388462067,1, antonym,-6.6798415184021
77,0.09547242522239685,1, antonym,-4.753187656402588
78,0.1608322709798813,1, antonym,-4.963212013244629
79,1.52140474319458,0, synonym,-4.288188457489014
80,0.1981068253517151,1, antonym,-4.040565013885498
81,0.0032907165586948395,1, antonym,-4.446826457977295
82,0.19799602031707764,1, antonym,-5.26561975479126
83,0.21605519950389862,1, antonym,-6.0931549072265625
84,0.06898149102926254,1, antonym,-6.689940452575684
85,0.2178603857755661,1, antonym,-5.191597938537598
86,0.032083746045827866,1, antonym,-5.6898322105407715
87,0.4270041584968567,1, antonym,-6.275466442108154
88,0.6468576788902283,1, antonym,-5.188400745391846
89,0.6071412563323975,1, antonym,-4.313337326049805
90,0.04455171898007393,1, antonym,-5.593541622161865
91,8.67805938469246e-05,1, antonym,-3.7870640754699707
92,0.08113802969455719,1, antonym,-4.595910549163818
93,0.027137981727719307,1, antonym,-5.413743019104004
94,0.01846856251358986,1, antonym,-4.9944047927856445
95,0.19354619085788727,1, antonym,-4.6769118309021
96,0.4271712303161621,1, antonym,-4.982703685760498
97,3.1096458435058594,0, synonym,-3.3988780975341797
98,0.07566218078136444,1, antonym,-3.6907589435577393
99,0.09308534115552902,1, antonym,-5.0537872314453125
100,0.239568293094635,1, antonym,-5.622541904449463
101,0.42179200053215027,1, antonym,-5.689530849456787
102,0.0161136481910944,1, antonym,-5.470911502838135
103,0.08028007298707962,1, antonym,-5.60572624206543
104,0.17141056060791016,1, antonym,-4.983687877655029
105,0.0030194190330803394,1, antonym,-8.716275215148926
106,0.1771256923675537,1, antonym,-7.407637596130371
107,0.6825075149536133,1, antonym,-6.648085117340088
108,0.10044725984334946,1, antonym,-5.523064136505127
109,0.515889048576355,1, antonym,-6.119263172149658
110,0.004158421885222197,1, antonym,-4.516659736633301
111,0.05683957040309906,1, antonym,-6.377922534942627
112,2.0853660106658936,0, synonym,-3.7491562366485596
113,0.22167858481407166,1, antonym,-6.7447590827941895
114,0.1906435489654541,1, antonym,-7.081345558166504
115,0.020916711539030075,1, antonym,-6.110077381134033
116,0.2585945129394531,1, antonym,-5.1906962394714355
117,0.01593521237373352,1, antonym,-5.5160393714904785
118,0.16518773138523102,1, antonym,-4.711775779724121
119,0.003321371041238308,1, antonym,-4.35964822769165
120,0.5051851868629456,1, antonym,-6.5585246086120605
121,0.02998332493007183,1, antonym,-6.118852138519287
122,0.6102434396743774,1, antonym,-6.128375053405762
123,0.0070357187651097775,1, antonym,-4.476743698120117
124,0.14691103994846344,1, antonym,-5.594773292541504
125,0.05185103788971901,1, antonym,-5.049045562744141
126,0.026909980922937393,1, antonym,-6.643381118774414
127,0.24211640655994415,1, antonym,-6.170138835906982
128,0.17981396615505219,1, antonym,-5.848048686981201
129,0.3223388195037842,1, antonym,-4.879066467285156
130,0.33460476994514465,1, antonym,-5.538894176483154
131,0.48848098516464233,1, antonym,-5.926175594329834
132,0.3558444082736969,1, antonym,-4.697458744049072
133,0.6463605761528015,1, antonym,-6.205986499786377
134,0.2050720900297165,1, antonym,-5.107043266296387
135,0.041945137083530426,1, antonym,-5.4459614753723145
136,0.05068454518914223,1, antonym,-4.921860694885254
137,0.03514114022254944,1, antonym,-5.55332088470459
138,0.09473219513893127,1, antonym,-4.628800392150879
139,0.21335197985172272,1, antonym,-5.187458038330078
140,0.35270389914512634,1, antonym,-4.572266578674316
141,1.1517666578292847,0, synonym,-5.748656272888184
142,0.1690555065870285,1, antonym,-5.354178428649902
143,0.2965103089809418,1, antonym,-6.071207046508789
144,0.035122379660606384,1, antonym,-4.7952141761779785
145,0.6164344549179077,1, antonym,-6.066548824310303
146,0.1338285654783249,1, antonym,-5.168544769287109
147,0.008790722116827965,1, antonym,-6.0587358474731445
148,1.1599054336547852,0, synonym,-5.7565436363220215
149,1.1477893590927124,0, synonym,-6.900238513946533
150,0.014775020070374012,1, antonym,-5.7988810539245605
151,0.03601960465312004,1, antonym,-8.217008590698242
152,0.054565053433179855,1, antonym,-4.283679485321045
153,0.05431928485631943,1, antonym,-4.645522594451904
154,0.12893864512443542,1, antonym,-6.282853603363037
155,0.021187981590628624,1, antonym,-5.769001483917236
156,0.8666734099388123,0, synonym,-5.816687107086182
157,0.1764601171016693,1, antonym,-5.7100019454956055
158,0.12249863147735596,1, antonym,-4.898962497711182
159,0.01975013129413128,1, antonym,-6.1909685134887695
160,0.033642545342445374,1, antonym,-6.27095365524292
161,0.42561888694763184,1, antonym,-6.3380327224731445
162,1.518777847290039,0, synonym,-3.874541759490967
163,0.14222103357315063,1, antonym,-5.277938365936279
164,0.6894034743309021,1, antonym,-5.9004597663879395
165,0.16959784924983978,1, antonym,-5.035632133483887
166,0.003210867755115032,1, antonym,-5.122827529907227
167,0.49292993545532227,1, antonym,-5.723226070404053
168,0.5312101244926453,1, antonym,-5.657223224639893
169,0.000856747676152736,1, antonym,-3.495150327682495
170,0.13030949234962463,1, antonym,-5.408757209777832
171,0.08539807796478271,1, antonym,-4.807378768920898
172,0.06459333002567291,1, antonym,-4.784449577331543
173,0.15500256419181824,1, antonym,-6.135764122009277
174,0.10968436300754547,1, antonym,-5.303828716278076
175,0.15627117455005646,1, antonym,-6.741194725036621
176,0.20301569998264313,1, antonym,-4.9949164390563965
177,0.09664282947778702,1, antonym,-4.6796393394470215
178,0.3425225615501404,1, antonym,-6.190222263336182
179,0.03837588056921959,1, antonym,-4.893067836761475
180,0.5265785455703735,1, antonym,-6.705192565917969
181,0.0023206942714750767,1, antonym,-5.098051071166992
182,2.501011848449707,0, synonym,-3.570377826690674
183,0.1064162626862526,1, antonym,-6.244314670562744
184,0.00610368512570858,1, antonym,-5.248010158538818
185,0.25159624218940735,1, antonym,-5.629648685455322
186,0.18698075413703918,1, antonym,-7.005487442016602
187,0.1451333463191986,1, antonym,-5.57881498336792
188,0.0338253378868103,1, antonym,-4.036589622497559
189,0.4608314037322998,1, antonym,-5.821306228637695
190,0.07027287036180496,1, antonym,-6.35476016998291
191,0.20575015246868134,1, antonym,-5.889274597167969
192,0.10566157102584839,1, antonym,-6.327818870544434
193,0.23976677656173706,1, antonym,-6.437901020050049
194,0.060657158493995667,1, antonym,-4.74561071395874
195,0.15717965364456177,1, antonym,-4.441408157348633
196,0.18086907267570496,1, antonym,-6.256941318511963
197,0.527143120765686,1, antonym,-3.985973358154297
198,0.08178743720054626,1, antonym,-8.241777420043945
199,0.228195920586586,1, antonym,-5.425443172454834
200,0.43848782777786255,1, antonym,-4.757943153381348
201,0.20878902077674866,1, antonym,-5.634044170379639
202,0.1529490053653717,1, antonym,-4.7109198570251465
203,0.3567490577697754,1, antonym,-5.564233303070068
204,0.014262759126722813,1, antonym,-5.293299674987793
205,0.03093983791768551,1, antonym,-4.538980007171631
206,0.3718525171279907,1, antonym,-6.060898303985596
207,0.060441724956035614,1, antonym,-5.395498752593994
208,0.03487132489681244,1, antonym,-4.88130521774292
209,0.5758723616600037,1, antonym,-5.9133124351501465
210,0.029585856944322586,1, antonym,-6.30128288269043
211,0.11508038640022278,1, antonym,-5.1576080322265625
212,0.03140735626220703,1, antonym,-5.618285179138184
213,0.19846679270267487,1, antonym,-6.56789493560791
214,0.07553054392337799,1, antonym,-6.093315601348877
215,0.08251667022705078,1, antonym,-7.424720287322998
216,0.47539424896240234,1, antonym,-5.766061782836914
217,0.07040897756814957,1, antonym,-5.3182148933410645
218,0.28323784470558167,1, antonym,-6.057946681976318
219,0.5171549916267395,1, antonym,-5.593088626861572
220,0.10369320213794708,1, antonym,-4.361469268798828
221,0.0719432681798935,1, antonym,-6.462079048156738
222,0.14315982162952423,1, antonym,-5.503556728363037
223,0.026321811601519585,1, antonym,-4.772349834442139
224,0.02077614516019821,1, antonym,-5.106339454650879
225,0.12245823442935944,1, antonym,-6.619601249694824
226,0.35436633229255676,1, antonym,-5.2267632484436035
227,0.0536494106054306,1, antonym,-5.347944736480713
228,0.0518021397292614,1, antonym,-6.328766822814941
229,0.029407842084765434,1, antonym,-6.419028282165527
230,0.063136026263237,1, antonym,-3.249379873275757
231,0.040186721831560135,1, antonym,-5.677423000335693
232,0.07725850492715836,1, antonym,-5.404636859893799
233,0.5668128132820129,1, antonym,-6.740734577178955
234,0.19898103177547455,1, antonym,-5.515488624572754
235,0.8807024359703064,0, synonym,-5.766580581665039
236,0.2178507000207901,1, antonym,-5.501672267913818
237,0.10676077008247375,1, antonym,-6.497189998626709
238,0.08216139674186707,1, antonym,-6.8129119873046875
239,0.005221894942224026,1, antonym,-4.032428741455078
240,0.36812329292297363,1, antonym,-5.260137557983398
241,0.010344224981963634,1, antonym,-5.6921000480651855
242,0.0665300264954567,1, antonym,-6.0619425773620605
243,0.04143219813704491,1, antonym,-6.428154468536377
244,0.8022956252098083,0, synonym,-6.504561424255371
245,0.4495237469673157,1, antonym,-6.081812381744385
246,0.04020550101995468,1, antonym,-4.864654064178467
247,0.017182769253849983,1, antonym,-4.572913646697998
248,0.019264502450823784,1, antonym,-5.6456379890441895
249,0.02118518203496933,1, antonym,-4.6517839431762695
250,0.07997287064790726,1, antonym,-6.607110023498535
251,0.1132582277059555,1, antonym,-6.641337871551514
252,1.0222091674804688,0, synonym,-4.075216293334961
253,0.2340661883354187,1, antonym,-7.188051700592041
254,0.059138815850019455,1, antonym,-7.556252479553223
255,0.022431105375289917,1, antonym,-3.6200761795043945
256,0.5963836312294006,1, antonym,-5.39167594909668
257,1.436142921447754,0, synonym,-4.278721809387207
258,0.02202654257416725,1, antonym,-6.7553486824035645
259,0.15423688292503357,1, antonym,-5.771140098571777
260,0.21879920363426208,1, antonym,-6.888696670532227
261,0.024363750591874123,1, antonym,-5.27922248840332
262,0.1577731817960739,1, antonym,-5.292091369628906
263,0.21913926303386688,1, antonym,-4.833110332489014
264,0.014637816697359085,1, antonym,-4.935633182525635
265,1.0373094081878662,0, synonym,-6.759824752807617
266,0.0364375114440918,1, antonym,-4.796847343444824
267,0.11599170416593552,1, antonym,-6.099966526031494
268,2.0108916759490967,0, synonym,-6.168283939361572
269,0.13322795927524567,1, antonym,-6.850743293762207
270,0.12233345210552216,1, antonym,-6.1065497398376465
271,0.35509657859802246,1, antonym,-5.977450370788574
272,1.759395956993103,0, synonym,-4.390642166137695
273,0.035764750093221664,1, antonym,-5.880521774291992
274,0.02138356864452362,1, antonym,-4.559570789337158
275,0.07241795212030411,1, antonym,-4.893489360809326
276,0.38718315958976746,1, antonym,-7.455102920532227
277,0.6036850214004517,1, antonym,-5.68585205078125
278,0.010636778548359871,1, antonym,-4.2876877784729
279,0.055848002433776855,1, antonym,-4.511943817138672
280,0.08810389041900635,1, antonym,-5.50555419921875
281,0.09559095650911331,1, antonym,-4.229801654815674
282,0.09200677275657654,1, antonym,-4.5591840744018555
283,0.0007344171172007918,1, antonym,-6.164489269256592
284,0.006008893717080355,1, antonym,-4.736321449279785
285,0.328357070684433,1, antonym,-7.193341255187988
286,0.3516049385070801,1, antonym,-6.600348472595215
287,0.027428215369582176,1, antonym,-4.667971134185791
288,1.7116397619247437,0, synonym,-9.420038223266602
289,0.06691698729991913,1, antonym,-5.290501117706299
290,0.6417834162712097,1, antonym,-5.023576259613037
291,0.6424949765205383,1, antonym,-5.760509014129639
292,0.04104749485850334,1, antonym,-5.217873573303223
293,0.3034740388393402,1, antonym,-4.837820053100586
294,0.2768341898918152,1, antonym,-4.750436782836914
295,0.02817012183368206,1, antonym,-4.839365005493164
296,0.2993551790714264,1, antonym,-4.566524505615234
297,0.004029133357107639,1, antonym,-3.3574986457824707
298,0.5211240649223328,1, antonym,-3.8523590564727783
299,0.10356627404689789,1, antonym,-5.267882823944092
300,0.02074088342487812,1, antonym,-4.896115779876709
301,0.03474111109972,1, antonym,-6.489416122436523
302,3.3410112857818604,0, synonym,-3.223151445388794
303,0.04250407963991165,1, antonym,-5.1808295249938965
304,0.46132341027259827,1, antonym,-5.663610935211182
305,0.867048442363739,0, synonym,-3.217877149581909
306,0.1328950673341751,1, antonym,-5.874197959899902
307,0.4086174964904785,1, antonym,-5.708165645599365
308,0.9036887884140015,0, synonym,-6.722261905670166
309,0.2007431536912918,1, antonym,-4.846271991729736
310,0.0999792218208313,1, antonym,-6.715430736541748
311,0.22162213921546936,1, antonym,-5.73050594329834
312,0.1767602413892746,1, antonym,-3.58134126663208
313,0.02820083498954773,1, antonym,-5.111392021179199
314,1.658886194229126,0, synonym,-6.558492183685303
315,0.014853598549962044,1, antonym,-3.8870339393615723
316,0.0345536470413208,1, antonym,-7.504701614379883
317,0.2752033770084381,1, antonym,-4.989686965942383
318,0.7848080992698669,0, synonym,-5.965602397918701
319,0.053541507571935654,1, antonym,-7.370991230010986
320,0.04183104634284973,1, antonym,-4.852860450744629
321,0.0018477048724889755,1, antonym,-4.4728474617004395
322,0.6249685287475586,1, antonym,-5.326894760131836
323,0.11643554270267487,1, antonym,-5.728039264678955
324,0.04007495194673538,1, antonym,-5.553727149963379
325,0.1507573425769806,1, antonym,-4.650579452514648
326,0.45104876160621643,1, antonym,-4.802811622619629
327,0.18899032473564148,1, antonym,-6.987912178039551
328,0.011062243953347206,1, antonym,-3.9647419452667236
329,0.017637435346841812,1, antonym,-4.135986804962158
330,0.008045054040849209,1, antonym,-4.697690963745117
331,0.08713247627019882,1, antonym,-5.636474132537842
332,0.09939916431903839,1, antonym,-5.717884063720703
333,0.07751888781785965,1, antonym,-5.076724529266357
334,0.008768389001488686,1, antonym,-4.175381660461426
335,0.13525167107582092,1, antonym,-5.199885368347168
336,0.015585171990096569,1, antonym,-4.607832908630371
337,0.021218443289399147,1, antonym,-6.489414691925049
338,0.44111981987953186,1, antonym,-6.9265031814575195
339,0.7985703945159912,0, synonym,-6.415032386779785
340,0.43477872014045715,1, antonym,-5.329276084899902
341,0.05003899335861206,1, antonym,-6.136940956115723
