prompt,classes,answer_index
"acquire and accomplish are synonyms. True or False?
Answer:","[' True', ' False']",0
"albino and hypermelanoid are synonyms. True or False?
Answer:","[' True', ' False']",1
"sick and crap are synonyms. True or False?
Answer:","[' True', ' False']",1
"occupation and job are synonyms. True or False?
Answer:","[' True', ' False']",1
"tautoga onitis and tautog are synonyms. True or False?
Answer:","[' True', ' False']",0
"orthodoxy and heterodoxy are synonyms. True or False?
Answer:","[' True', ' False']",1
"heterogamous and heterogene are synonyms. True or False?
Answer:","[' True', ' False']",0
"outboard and outboard motorboat are synonyms. True or False?
Answer:","[' True', ' False']",0
"leisurelily and leisurely are synonyms. True or False?
Answer:","[' True', ' False']",0
"godfearing and religious are synonyms. True or False?
Answer:","[' True', ' False']",0
"halt and stem are synonyms. True or False?
Answer:","[' True', ' False']",0
"birthday and dead day are synonyms. True or False?
Answer:","[' True', ' False']",1
"heteroerotic and homoerotic are synonyms. True or False?
Answer:","[' True', ' False']",1
"as for and about are synonyms. True or False?
Answer:","[' True', ' False']",0
"point and plane are synonyms. True or False?
Answer:","[' True', ' False']",1
"insubmergible and submergible are synonyms. True or False?
Answer:","[' True', ' False']",1
"earthy and down to earth are synonyms. True or False?
Answer:","[' True', ' False']",0
"ossicle and ossicular chain are synonyms. True or False?
Answer:","[' True', ' False']",0
"systema alimentarium and digestive system are synonyms. True or False?
Answer:","[' True', ' False']",0
"coryphaeus and coryphe are synonyms. True or False?
Answer:","[' True', ' False']",0
"firehead tetra and rummy nose tetra are synonyms. True or False?
Answer:","[' True', ' False']",0
"cold cream and ceratum galeni are synonyms. True or False?
Answer:","[' True', ' False']",0
"sour and sourness are synonyms. True or False?
Answer:","[' True', ' False']",0
"deglomeration and agglomeration are synonyms. True or False?
Answer:","[' True', ' False']",1
"sharp shinned hawk and accipiter velox are synonyms. True or False?
Answer:","[' True', ' False']",0
"cement board and backer board are synonyms. True or False?
Answer:","[' True', ' False']",0
"fore wing and hind wing are synonyms. True or False?
Answer:","[' True', ' False']",1
"heteromolecular and homomolecular are synonyms. True or False?
Answer:","[' True', ' False']",1
"two baser and double are synonyms. True or False?
Answer:","[' True', ' False']",0
"defective and perfect are synonyms. True or False?
Answer:","[' True', ' False']",1
"piemontese and piedmontese are synonyms. True or False?
Answer:","[' True', ' False']",0
"as it were and so to speak are synonyms. True or False?
Answer:","[' True', ' False']",0
"greek church and greek orthodox church are synonyms. True or False?
Answer:","[' True', ' False']",0
"nerdery and geekery are synonyms. True or False?
Answer:","[' True', ' False']",0
"charming and charmless are synonyms. True or False?
Answer:","[' True', ' False']",1
"drop and onto are synonyms. True or False?
Answer:","[' True', ' False']",1
"evidence and attest are synonyms. True or False?
Answer:","[' True', ' False']",0
"unremarkable and jejune are synonyms. True or False?
Answer:","[' True', ' False']",0
"draba verna and whitlow grass are synonyms. True or False?
Answer:","[' True', ' False']",0
"unabideable and supportable are synonyms. True or False?
Answer:","[' True', ' False']",1
"easiness and ease are synonyms. True or False?
Answer:","[' True', ' False']",0
"elect and impeach are synonyms. True or False?
Answer:","[' True', ' False']",1
"master and servant slave are synonyms. True or False?
Answer:","[' True', ' False']",1
"apiculturist and apiarist are synonyms. True or False?
Answer:","[' True', ' False']",0
"bellarmine and graybeard are synonyms. True or False?
Answer:","[' True', ' False']",0
"pseudohypertrophic dystrophy and duchenne's muscular dystrophy are synonyms. True or False?
Answer:","[' True', ' False']",0
"friendship and foeship are synonyms. True or False?
Answer:","[' True', ' False']",1
"cis acting and trans acting are synonyms. True or False?
Answer:","[' True', ' False']",1
"strong declension and mixed declension are synonyms. True or False?
Answer:","[' True', ' False']",1
"flattering and flattery are synonyms. True or False?
Answer:","[' True', ' False']",0
"beggar and wealthy man are synonyms. True or False?
Answer:","[' True', ' False']",1
"stepdaughter and stepson are synonyms. True or False?
Answer:","[' True', ' False']",1
"think up and come up with are synonyms. True or False?
Answer:","[' True', ' False']",0
"green and sop are synonyms. True or False?
Answer:","[' True', ' False']",1
"snatcher and kidnapper are synonyms. True or False?
Answer:","[' True', ' False']",0
"cotton on and glom on are synonyms. True or False?
Answer:","[' True', ' False']",0
"main and peripheral are synonyms. True or False?
Answer:","[' True', ' False']",1
"steam and dry are synonyms. True or False?
Answer:","[' True', ' False']",1
"hypokalemic and hyperkalemic are synonyms. True or False?
Answer:","[' True', ' False']",1
"despite and contempt are synonyms. True or False?
Answer:","[' True', ' False']",0
"erogenicity and erotogenicity are synonyms. True or False?
Answer:","[' True', ' False']",0
"railfanning and train spotting are synonyms. True or False?
Answer:","[' True', ' False']",0
"voiceless and breathed are synonyms. True or False?
Answer:","[' True', ' False']",0
"wire grass and yardgrass are synonyms. True or False?
Answer:","[' True', ' False']",0
"goddard thorn theorem and no ghost theorem are synonyms. True or False?
Answer:","[' True', ' False']",0
"lash and strap are synonyms. True or False?
Answer:","[' True', ' False']",0
"completion and completeness are synonyms. True or False?
Answer:","[' True', ' False']",0
"transient and immanent are synonyms. True or False?
Answer:","[' True', ' False']",1
"hefemale and shemale are synonyms. True or False?
Answer:","[' True', ' False']",1
"informulable and formulable are synonyms. True or False?
Answer:","[' True', ' False']",1
"empire and federation are synonyms. True or False?
Answer:","[' True', ' False']",1
"virgo and virgoan are synonyms. True or False?
Answer:","[' True', ' False']",0
"evangelistary and evangeliar are synonyms. True or False?
Answer:","[' True', ' False']",0
"foresee and anticipate are synonyms. True or False?
Answer:","[' True', ' False']",0
"peasemeal and peameal are synonyms. True or False?
Answer:","[' True', ' False']",0
"logoff and login are synonyms. True or False?
Answer:","[' True', ' False']",1
"antichange and prochange are synonyms. True or False?
Answer:","[' True', ' False']",1
