prompt,classes,answer_index
"The question requires reasoning about negation. 
Suppose A barefoot young girl in a pink gown is not asleep on a hard wood floor cuddling her baby doll.
Can we infer that ""Her doll brings her comfort.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose A barefoot young girl in a pink gown is asleep on a hard wood floor cuddling her baby doll.
Can we infer that ""Her doll does not bring her comfort.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose A barefoot young girl in a pink gown is not asleep on a hard wood floor cuddling her baby doll.
Can we infer that ""Her doll does not bring her comfort.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose A barefoot young girl in a pink gown is not asleep on a hard wood floor cuddling her baby doll.
Can we infer that ""A girl is playing with her doll outside.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose A barefoot young girl in a pink gown is asleep on a hard wood floor cuddling her baby doll.
Can we infer that ""A girl is not playing with her doll outside.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose A barefoot young girl in a pink gown is not asleep on a hard wood floor cuddling her baby doll.
Can we infer that ""A girl is not playing with her doll outside.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose A barefoot young girl in a pink gown is not asleep on a hard wood floor cuddling her baby doll.
Can we infer that ""The girl is wearing shoes.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose A barefoot young girl in a pink gown is asleep on a hard wood floor cuddling her baby doll.
Can we infer that ""The girl is not wearing shoes.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose A barefoot young girl in a pink gown is not asleep on a hard wood floor cuddling her baby doll.
Can we infer that ""The girl is not wearing shoes.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose a girl not sleeping with a baby doll wearing a princess costume
Can we infer that ""The doll is naked.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose a girl sleeping with a baby doll wearing a princess costume
Can we infer that ""The doll is not naked.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose a girl not sleeping with a baby doll wearing a princess costume
Can we infer that ""The doll is not naked.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose a girl not sleeping with a baby doll wearing a princess costume
Can we infer that ""The doll is a large.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose a girl sleeping with a baby doll wearing a princess costume
Can we infer that ""The doll is not a large.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose a girl not sleeping with a baby doll wearing a princess costume
Can we infer that ""The doll is not a large.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose a girl not sleeping with a baby doll wearing a princess costume
Can we infer that ""There is a girl.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose a girl sleeping with a baby doll wearing a princess costume
Can we infer that ""There is not a girl.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose a girl not sleeping with a baby doll wearing a princess costume
Can we infer that ""There is not a girl.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",1
"The question requires reasoning about negation. 
Suppose There is not a girl in all pink sleeping on the floor with her dolls.
Can we infer that ""The girl is in outer space.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose There is a girl in all pink sleeping on the floor with her dolls.
Can we infer that ""The girl is not in outer space.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose There is not a girl in all pink sleeping on the floor with her dolls.
Can we infer that ""The girl is not in outer space.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose There is not a girl in all pink sleeping on the floor with her dolls.
Can we infer that ""A girl failing at playing hide and go seek.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
"The question requires reasoning about negation. 
Suppose There is a girl in all pink sleeping on the floor with her dolls.
Can we infer that ""A girl not failing at playing hide and go seek.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",0
"The question requires reasoning about negation. 
Suppose There is not a girl in all pink sleeping on the floor with her dolls.
Can we infer that ""A girl not failing at playing hide and go seek.""?
OPTIONS
- Yes
- No
- Maybe
Answer:","[' Yes',' No',' Maybe']",2
