prompt,classes,answer_index
"Suppose The most surprising news story of the past week must not be the 'wonderful' story that the AIDS epidemic in India is under control.
Can we infer that ""Polio is under control in the world.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose The most surprising news story of the past week must be the 'wonderful' story that the AIDS epidemic in India is under control.
Can we infer that ""Polio is not under control in the world.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose The most surprising news story of the past week must not be the 'wonderful' story that the AIDS epidemic in India is under control.
Can we infer that ""Polio is not under control in the world.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose It does not use the first day of the first month of the Lunar Year as the start of the Chinese New Year.
Can we infer that ""The Chinese New Year's Day falls on the first day of the first month of the Lunar Year.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose It uses the first day of the first month of the Lunar Year as the start of the Chinese New Year.
Can we infer that ""The Chinese New Year's Day does not fall on the first day of the first month of the Lunar Year.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose It does not use the first day of the first month of the Lunar Year as the start of the Chinese New Year.
Can we infer that ""The Chinese New Year's Day does not fall on the first day of the first month of the Lunar Year.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",0
"Suppose Kurdistan Regional Government Prime Minister Dr. Barham Salih was not unharmed after an assassination attempt.
Can we infer that ""prime minister targeted for assassination""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",0
"Suppose Kurdistan Regional Government Prime Minister Dr. Barham Salih was unharmed after an assassination attempt.
Can we infer that ""prime minister not targeted for assassination""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose Kurdistan Regional Government Prime Minister Dr. Barham Salih was not unharmed after an assassination attempt.
Can we infer that ""prime minister not targeted for assassination""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose Organic fertilizers like vermi compost are not used for increasing the quality, fertility and mineral content of the soil.
Can we infer that ""Organic fertilizers are used as soil enhancers.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose Organic fertilizers like vermi compost are used for increasing the quality, fertility and mineral content of the soil.
Can we infer that ""Organic fertilizers are not used as soil enhancers.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose Organic fertilizers like vermi compost are not used for increasing the quality, fertility and mineral content of the soil.
Can we infer that ""Organic fertilizers are not used as soil enhancers.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",0
"Suppose The prosecutor did not tell the court that the incident had caused ""distress"" to one of the children.
Can we infer that ""The prosecutor told the court that ""distress"" in one of the children is associated with the incident.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose The prosecutor told the court that the incident had caused ""distress"" to one of the children.
Can we infer that ""The prosecutor did not tell the court that ""distress"" in one of the children is associated with the incident.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose The prosecutor did not tell the court that the incident had caused ""distress"" to one of the children.
Can we infer that ""The prosecutor did not tell the court that ""distress"" in one of the children is associated with the incident.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",0
"Suppose Green cards are not becoming more difficult to obtain.
Can we infer that ""Green card is now difficult to receive.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose Green cards are becoming more difficult to obtain.
Can we infer that ""Green card is not now difficult to receive.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose Green cards are not becoming more difficult to obtain.
Can we infer that ""Green card is not now difficult to receive.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",0
"Suppose As much as 200 mm of rain have not been recorded in portions of British Columbia , on the west coast of Canada since Monday.
Can we infer that ""British Columbia is located in Canada.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",0
"Suppose As much as 200 mm of rain have been recorded in portions of British Columbia , on the west coast of Canada since Monday.
Can we infer that ""British Columbia is not located in Canada.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose As much as 200 mm of rain have not been recorded in portions of British Columbia , on the west coast of Canada since Monday.
Can we infer that ""British Columbia is not located in Canada.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose Environment Minister David Anderson today did not announce his decision regarding the environmental assessment of the proposed Toulnustouc Hydroelectric Project.
Can we infer that ""A hydroelectric project is proposed or is under construction.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose Environment Minister David Anderson today announced his decision regarding the environmental assessment of the proposed Toulnustouc Hydroelectric Project.
Can we infer that ""A hydroelectric project is not proposed or is under construction.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose Environment Minister David Anderson today did not announce his decision regarding the environmental assessment of the proposed Toulnustouc Hydroelectric Project.
Can we infer that ""A hydroelectric project is not proposed or is under construction.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose On April 27th, Pavolini did not go on, ahead of his troops, and reached Mussolini. Accompanying him were Angela Curti, the former mistress of Mussolini.
Can we infer that ""Angela Curti was Mussolini's mistress.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",0
"Suppose On April 27th, Pavolini went on, ahead of his troops, and reached Mussolini. Accompanying him were Angela Curti, the former mistress of Mussolini.
Can we infer that ""Angela Curti was not Mussolini's mistress.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose On April 27th, Pavolini did not go on, ahead of his troops, and reached Mussolini. Accompanying him were Angela Curti, the former mistress of Mussolini.
Can we infer that ""Angela Curti was not Mussolini's mistress.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose It could not mean to leave in the street to thousands of workers.
Can we infer that ""It could lead to thousands of job losses.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose It could mean to leave in the street to thousands of workers.
Can we infer that ""It could not lead to thousands of job losses.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose It could not mean to leave in the street to thousands of workers.
Can we infer that ""It could not lead to thousands of job losses.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose The first kibbutz, Deganya, near the Sea of Galilee, was not founded in 1910.
Can we infer that ""The first kibbutz was founded near the Sea of Galilee.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose The first kibbutz, Deganya, near the Sea of Galilee, was founded in 1910.
Can we infer that ""The first kibbutz was not founded near the Sea of Galilee.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",1
"Suppose The first kibbutz, Deganya, near the Sea of Galilee, was not founded in 1910.
Can we infer that ""The first kibbutz was not founded near the Sea of Galilee.""?
OPTIONS
- Yes
- No
Answer:","[' Yes',' No']",0
