prompt,classes,answer_index
"Not all people have had the opportunities you have had.
Question: Some people have not had the opportunities you have had. True, False, or Neither?
Answer:","[' True',' False',' Neither']",0
"Not all people have had the opportunities you have had.
Question: Some people have had the opportunities you have had. True, False, or Neither?
Answer:","[' True',' False',' Neither']",0
"Not all people have had the opportunities you have had.
Question: Every person has had the opportunities you have had. True, False, or Neither?
Answer:","[' True',' False',' Neither']",1
"Not all people have had the opportunities you have had.
Question: Not every person has had the opportunities you have had. True, False, or Neither?
Answer:","[' True',' False',' Neither']",0
"Not all people have had the opportunities you have had.
Question: All people have not had the opportunities you have had. True, False, or Neither?
Answer:","[' True',' False',' Neither']",1
"Not all people have had the opportunities you have had.
Question: All people have had the opportunities you have had. True, False, or Neither?
Answer:","[' True',' False',' Neither']",1
"Not all people have had the opportunities you have had.
Question: Not all people have had the opportunities you have not had. True, False, or Neither?
Answer:","[' True',' False',' Neither']",2
"Not all people have had the opportunities you have had.
Question: No one has had the opportunities you have had. True, False, or Neither?
Answer:","[' True',' False',' Neither']",1
"I saw nothing at all.
Question: I didn't see anything at all. True, False, or Neither?
Answer:","[' True',' False',' Neither']",0
"I saw nothing at all.
Question: I saw something. True, False, or Neither?
Answer:","[' True',' False',' Neither']",1
"I saw nothing at all.
Question: I did not see something. True, False, or Neither?
Answer:","[' True',' False',' Neither']",0
"Not often do we see her lose her cool like that.
Question: We do not see her lose her cool like that often. True, False, or Neither?
Answer:","[' True',' False',' Neither']",0
"Not often do we see her lose her cool like that.
Question: She does not lose her cool like that often. True, False, or Neither?
Answer:","[' True',' False',' Neither']",2
"Not often do we see her lose her cool like that.
Question: We see her lose her cool like that often. True, False, or Neither?
Answer:","[' True',' False',' Neither']",1
"Not often do we see her lose her cool like that.
Question: Sometimes we see her lose her cool like that. True, False, or Neither?
Answer:","[' True',' False',' Neither']",0
"Not often do we see her lose her cool like that.
Question: Sometimes we do not see her lose her cool like that. True, False, or Neither?
Answer:","[' True',' False',' Neither']",1
"Not often do we see her lose her cool like that.
Question: We do not see her often. True, False, or Neither?
Answer:","[' True',' False',' Neither']",2
"Not often do we see her lose her cool like that.
Question: We do not see her lose her cool like him often. True, False, or Neither?
Answer:","[' True',' False',' Neither']",2
"Not one person supported the proposal.
Question: Some people supported the proposal. True, False, or Neither?
Answer:","[' True',' False',' Neither']",1
"Not one person supported the proposal.
Question: Some people did not support the proposal. True, False, or Neither?
Answer:","[' True',' False',' Neither']",0
"Not one person supported the proposal.
Question: Everyone supported the proposal. True, False, or Neither?
Answer:","[' True',' False',' Neither']",1
"Not one person supported the proposal.
Question: Everyone did not support the proposal. True, False, or Neither?
Answer:","[' True',' False',' Neither']",0
"Not one person supported the proposal.
Question: No one supported the proposal. True, False, or Neither?
Answer:","[' True',' False',' Neither']",0
"Not one person supported the proposal.
Question: No one did not support the proposal. True, False, or Neither?
Answer:","[' True',' False',' Neither']",1
"Not one person supported the proposal.
Question: One person did not support the proposal. True, False, or Neither?
Answer:","[' True',' False',' Neither']",0
"Not one person supported the proposal.
Question: One person supported the proposal. True, False, or Neither?
Answer:","[' True',' False',' Neither']",1
"Not one person supported the proposal.
Question: Two people did not support the proposal. True, False, or Neither?
Answer:","[' True',' False',' Neither']",0
