prompt,classes,answer_index
"cardiac and noncardiac are similar. True or False?
Answer:","[' True', ' False']",1
"forwards and backward are similar. True or False?
Answer:","[' True', ' False']",1
"inconsequentiality and consequentiality are similar. True or False?
Answer:","[' True', ' False']",1
"second and twoth are similar. True or False?
Answer:","[' True', ' False']",0
"enteroceptor and interoceptor are similar. True or False?
Answer:","[' True', ' False']",0
"source code and source are similar. True or False?
Answer:","[' True', ' False']",0
"heavyweight and colossus are similar. True or False?
Answer:","[' True', ' False']",0
"picasso and pablo picasso are similar. True or False?
Answer:","[' True', ' False']",0
"ness and cape are similar. True or False?
Answer:","[' True', ' False']",0
"carbon tetrahydride and hydrogen carbide are similar. True or False?
Answer:","[' True', ' False']",0
"idiomatic and nonidiomatic are similar. True or False?
Answer:","[' True', ' False']",1
"longways and lengthways are similar. True or False?
Answer:","[' True', ' False']",0
"compartmentalization and decompartmentalization are similar. True or False?
Answer:","[' True', ' False']",1
"inconsiderateness and considerateness are similar. True or False?
Answer:","[' True', ' False']",1
"sleep deprivation and narcolepsy are similar. True or False?
Answer:","[' True', ' False']",1
"just and condign are similar. True or False?
Answer:","[' True', ' False']",0
"gaelic and goidelic are similar. True or False?
Answer:","[' True', ' False']",0
"keep and let are similar. True or False?
Answer:","[' True', ' False']",1
"cathode ray oscilloscope and oscilloscope are similar. True or False?
Answer:","[' True', ' False']",0
"lamb and paschal lamb are similar. True or False?
Answer:","[' True', ' False']",0
"amorphous and unstructured are similar. True or False?
Answer:","[' True', ' False']",0
"plant and animal are similar. True or False?
Answer:","[' True', ' False']",1
"warmed and cooled are similar. True or False?
Answer:","[' True', ' False']",1
"spuriosity and authenticity are similar. True or False?
Answer:","[' True', ' False']",1
"ferraiolo and ferraiolone are similar. True or False?
Answer:","[' True', ' False']",0
"break apart and disassemble are similar. True or False?
Answer:","[' True', ' False']",0
"fore wing and hind wing are similar. True or False?
Answer:","[' True', ' False']",1
"st francis and saint francis are similar. True or False?
Answer:","[' True', ' False']",0
"unnecessariness and necessity are similar. True or False?
Answer:","[' True', ' False']",1
"smoke and pot are similar. True or False?
Answer:","[' True', ' False']",0
"group and solo are similar. True or False?
Answer:","[' True', ' False']",1
"denary and tenfold are similar. True or False?
Answer:","[' True', ' False']",0
"saltwater and freshwater are similar. True or False?
Answer:","[' True', ' False']",1
"heteromolecular and homomolecular are similar. True or False?
Answer:","[' True', ' False']",1
"procrastination and precrastination are similar. True or False?
Answer:","[' True', ' False']",1
"run by and run past are similar. True or False?
Answer:","[' True', ' False']",0
"amiability and good naturedness are similar. True or False?
Answer:","[' True', ' False']",0
"out of shape and in shape are similar. True or False?
Answer:","[' True', ' False']",1
"frequently and rarely are similar. True or False?
Answer:","[' True', ' False']",1
"debigulate and embiggen are similar. True or False?
Answer:","[' True', ' False']",1
"embrocation and liniment are similar. True or False?
Answer:","[' True', ' False']",0
"seasoning and drunkenness are similar. True or False?
Answer:","[' True', ' False']",0
"genus eburophyton and eburophyton are similar. True or False?
Answer:","[' True', ' False']",0
"attack and fire are similar. True or False?
Answer:","[' True', ' False']",1
"divorced and connected are similar. True or False?
Answer:","[' True', ' False']",1
"little dick fisher and little dick are similar. True or False?
Answer:","[' True', ' False']",0
"sick and healthy are similar. True or False?
Answer:","[' True', ' False']",1
"cost and markup are similar. True or False?
Answer:","[' True', ' False']",1
"vaginoperineorrhaphy and colpoperineorrhaphy are similar. True or False?
Answer:","[' True', ' False']",0
"symmetric and asymmetric are similar. True or False?
Answer:","[' True', ' False']",1
"jump for joy and leap for joy are similar. True or False?
Answer:","[' True', ' False']",0
"tax and free are similar. True or False?
Answer:","[' True', ' False']",1
"conglobe and conglobate are similar. True or False?
Answer:","[' True', ' False']",0
